lat,lon
179.538651,-5.781006
81.416113,33.746717
18.823134,-88.079613
78.185526,-80.166198
173.433024,3.665484
134.202508,3.789618
107.446406,-66.693728
122.137624,-72.373789
32.516493,50.830986
72.183466,-81.911992
96.341871,79.128159
147.263137,-83.077751
141.883126,66.766486
138.940536,62.877809
42.009695,12.093995
0.726740,-57.154460
163.139141,-43.780584
172.945324,30.038120
108.323562,42.310127
123.362783,89.058078
132.241243,62.138665
117.818138,-22.612770
25.498405,28.789577
87.203716,-43.520842
51.632701,-21.664675
121.770118,1.499040
88.119659,-66.031112
17.517527,-47.996050
127.029975,42.402882
31.283676,-70.636021
96.208732,-18.005643
41.774686,-84.749129
138.091887,-1.585401
169.701699,3.562825
40.055851,27.209343
19.922744,-36.932876
142.086443,69.260185
42.082220,-62.902993
89.227483,-48.614544
148.262946,87.155837
112.997565,72.970372
64.318485,-30.306678
9.939343,-9.939780
62.118706,-15.044292
98.419500,77.572298
98.984353,30.187111
6.247736,41.898432
48.183804,28.920155
174.668844,-26.550117
23.289749,-85.469884
82.937342,-50.033474
38.883924,9.571160
174.277685,9.541076
172.052500,21.393524
130.849995,-26.031411
37.099100,-63.598691
57.070340,70.621804
92.775029,45.293779
17.944800,6.508771
122.574044,89.425621
121.743124,50.852585
33.047029,-10.916934
7.209840,-40.136198
75.103402,-89.196603
125.746494,7.121932
160.354396,-36.349715
143.989719,50.016653
110.580922,-26.544277
147.957951,48.835178
62.449120,-47.834293
177.516401,27.917124
117.003953,-41.127062
84.649493,59.664082
171.352453,-40.913582
28.706113,-24.858615
162.282020,13.895037
82.588156,-21.496447
119.239019,49.063892
16.485478,-34.176335
73.564067,71.454428
79.963772,88.755400
85.386945,24.527181
112.312984,81.279695
106.935705,-33.871997
147.851431,21.957791
130.343272,7.203167
171.584194,-84.065638
117.685060,24.972845
124.829681,17.978571
142.825303,3.190944
109.681093,19.125315
93.399068,81.479380
58.144575,72.934856
140.092570,14.319241
124.725619,69.661583
101.763668,-7.941714
70.822921,6.149586
127.497349,-30.186081
58.779322,-51.545749
147.732188,78.662398
35.887699,-49.343104
106.677730,65.507434
60.625495,-61.767606
161.574427,34.740878
83.459581,77.615225
74.055936,-65.004753
123.373464,32.616786
21.360642,-12.427553
175.528264,78.591715
107.628319,-33.204842
31.586201,10.125248
1.436794,8.943052
58.994527,-71.219107
55.796095,85.139643
109.227218,-25.918331
124.107119,-9.235387
102.299765,-0.848917
108.506367,31.496656
96.547482,-29.380458
59.940146,-61.976437
38.269758,-73.193199
94.326148,29.063657
35.854848,-2.501358
176.455985,88.947468
73.861644,34.366690
22.089157,19.387739
168.683791,73.787917
53.332150,33.382441
116.144753,-33.423215
96.971984,-39.145214
132.206346,10.018978
58.804220,47.042262
114.721385,30.505802
45.010008,7.623773
60.338585,-54.470339
29.593581,-21.690113
68.922845,-31.576778
89.469199,9.732885
64.701998,54.065390
36.916176,-19.954483
117.113138,-13.283074
53.245607,23.955142
2.813081,44.954313
46.189446,60.649216
8.983789,-85.048475
84.384285,-67.113355
58.067261,-74.099221
114.581224,-50.609809
54.753928,-35.477945
119.434398,13.756344
70.812273,31.351550
18.064374,-47.977473
157.362691,-48.554809
107.159737,0.091967
17.864120,-8.884317
29.530120,-9.752323
171.127520,31.769302
105.936777,-1.336952
42.882640,47.783802
92.199538,83.015349
21.767655,23.305012
69.035610,-14.078676
148.540503,68.442364
176.506572,10.296902
160.577495,-63.965213
124.353827,-71.137990
147.442218,55.453270
35.282168,-32.398730
41.807873,73.582128
141.197261,-11.880597
112.546005,12.881827
134.343418,-27.447359
155.074371,-58.675108
144.524913,16.374495
52.272365,-17.164482
31.318698,56.051024
166.539125,-80.969514
147.589915,22.952549
3.640031,-79.274509
174.970148,87.205838
59.403083,21.613257
30.656949,67.809139
98.649519,-11.546828
73.400310,76.684445
161.619367,56.800179
157.914531,31.743251
59.304467,-9.468749
67.125208,8.173474
67.951543,-89.104277
118.812210,-32.735317
174.363864,13.358631
84.430355,-76.589235
29.728230,-44.330077
16.624786,74.005249
173.680257,-37.975932
109.947919,-86.661644
118.451274,12.289448
58.460390,4.225588
21.406019,1.761955
113.591496,16.559332
99.596715,-87.562640
33.688084,14.369638
122.391226,-81.452732
174.348848,-68.300889
142.505405,88.972968
147.468918,13.966304
105.036479,68.204910
153.884799,19.892134
86.387129,69.756567
14.603155,88.448395
87.158012,70.567848
54.095004,19.488615
34.291451,81.164457
127.157532,51.292422
113.375928,12.421219
47.531735,-21.390996
105.464707,9.825031
22.443632,-89.873670
66.452766,65.788336
4.874826,7.512871
103.952366,56.834838
59.643464,-72.102031
44.101025,-87.683551
136.480509,-51.102905
162.664696,-18.831082
67.176628,-81.946175
15.754794,-43.129925
83.140669,-88.711381
46.148960,-40.101503
105.804721,52.673024
36.724067,-54.080333
71.050211,45.301039
112.025756,45.696668
134.244539,-88.895760
46.897017,-38.408762
137.125863,58.307891
21.219454,77.135914
28.478881,-18.111213
12.523531,-50.592507
84.858514,1.792470
75.680579,-51.262736
135.345501,30.138456
155.363070,-48.541658
155.693373,2.099574
72.153147,42.856247
72.399843,-50.051597
85.084297,-50.900065
93.765774,-28.023373
91.897235,-17.326673
43.851398,40.671403
60.434407,74.598166
14.421846,-71.110005
57.653417,-45.744734
66.346704,30.859786
99.094634,-88.213680
102.744766,-68.298187
48.330247,40.010829
70.558242,-3.034483
75.057981,18.434254
1.237459,51.609332
8.601224,-64.299154
47.566788,-59.757177
120.570895,-40.998355
6.626680,-89.724105
134.700204,-80.894228
122.135076,-38.403689
173.410415,37.365705
5.113050,-43.702972
76.592944,-42.107316
39.578775,-32.373973
53.755456,-48.928363
5.554060,-46.182184
115.488695,62.897006
134.490760,-82.794606
148.073736,4.995449
70.534679,35.143035
48.014173,-48.670041
145.986010,13.644272
169.588511,31.990538
20.529916,-20.764883
127.808874,2.673391
66.058182,9.897346
14.759585,-81.524115
45.762777,84.990557
152.667803,83.897587
130.468895,11.271601
5.454581,12.231326
137.360237,89.150748
35.820404,-16.449903
92.413637,80.380587
159.304218,-16.022540
41.035943,20.945247
170.188469,31.564653
42.887816,-21.586066
148.462802,-85.334088
16.807742,56.495734
11.266195,-4.189754
79.509809,3.880689
16.136015,-64.197436
6.649859,78.624910
29.536784,85.851809
124.957185,-77.067927
12.650434,24.196931
61.927398,-55.179180
141.820265,33.223986
107.328845,70.020395
80.039790,-79.268468
112.715629,37.776442
156.218125,19.276879
125.114510,-18.028682
129.680767,84.409990
90.461729,-26.164809
106.882010,-31.277409
17.118494,-26.068214
102.080708,60.903169
17.647740,46.853274
153.972324,-71.656381
84.491066,-17.333356
79.903134,9.376259
111.298712,-33.460549
32.903861,64.564691
86.838299,-3.761907
74.053377,-87.332749
79.589328,-70.633549
70.312139,-84.230319
68.282953,54.310615
176.054260,-8.432420
149.837789,46.063056
81.746090,61.498348
137.168963,14.744445
7.974137,-78.802216
94.028018,-33.022106
135.741238,59.734950
121.653427,64.669122
166.219945,-26.819295
97.012826,-18.316617
14.973931,-0.701586
96.000185,-16.256065
41.578980,52.313970
61.614392,46.435290
0.959296,-85.412375
26.069975,-33.303599
145.351760,-16.700575
155.360747,-3.117636
92.862505,60.705614
39.449889,-65.457502
78.508616,59.276717
55.523557,62.514504
97.060913,43.275804
111.351568,43.405268
93.190854,71.559733
41.341374,-47.799421
132.058886,38.754456
104.355147,15.380974
40.092856,15.336690
75.359497,89.152510
17.053947,6.004866
78.228362,-79.506541
81.866558,-8.799875
28.717758,-76.449152
19.518899,-14.560275
26.462697,-4.878572
104.562596,48.328838
46.295697,-65.116207
142.141204,-10.804011
128.981563,23.014560
12.536826,21.827469
36.723064,-73.203295
52.422971,2.380151
9.346953,8.234258
141.120894,67.477939
115.046961,15.083814
107.143070,-6.331427
29.301622,-64.004718
9.805911,39.527485
88.280431,79.508007
61.456552,-22.966968
87.823682,74.051615
5.279841,47.645090
145.353379,-31.718471
160.603128,-78.607834
91.920139,-1.114679
95.772068,68.648364
20.554363,83.729546
60.732027,87.284180
7.200508,66.164382
121.951098,77.370113
40.726169,72.273277
130.847786,-82.003310
141.458433,-32.069102
126.794148,-53.220306
116.759165,-42.425553
129.680384,-78.844450
43.201773,-89.760665
16.090832,78.457049
99.913634,-30.617967
124.544188,58.693794
130.020087,82.292407
9.904406,-47.665437
131.059931,-12.550399
96.425481,-7.802447
68.919692,-89.085603
90.050561,51.142603
116.028103,-48.999251
86.953924,-86.729326
23.400118,10.204271
85.858421,-54.670117
165.812516,-0.986359
31.433041,-80.455369
177.892253,-12.135776
129.822179,79.434377
172.567896,-23.937057
113.734749,65.642492
98.125116,87.572211
23.769521,81.025305
40.933590,-10.475557
88.016010,-86.395031
87.813034,85.285399
163.979016,48.866703
89.240498,58.062542
84.141640,-8.825830
115.394243,-42.983623
161.891143,-24.605273
130.254889,85.629995
15.957549,40.146552
12.613754,38.268485
77.879229,65.760203
72.924928,24.897587
55.311937,-77.722373
50.952392,-58.428393
52.201851,-68.205048
128.048353,42.952495
23.072519,18.238179
136.665032,-58.283845
13.899667,-15.059765
162.844826,31.371244
109.130711,-15.453209
93.475581,-84.704229
48.461734,-47.755985
2.506818,40.850243
93.244042,-38.710537
42.956872,82.030843
124.085785,26.955965
80.777049,-40.171233
24.493367,-60.536268
43.232021,37.927591
26.925632,85.870213
145.059206,9.445519
68.786716,-78.733705
81.609236,-14.814246
79.832565,-53.338068
10.293359,-17.598332
11.375330,3.406722
122.099963,65.303339
14.018194,7.967507
141.398786,-1.338597
97.984642,50.063598
64.656658,14.702419
167.353777,13.583497
82.914928,-19.283152
141.135754,86.248916
94.432729,21.165593
102.094417,-1.746202
74.582929,81.605444
69.368068,60.781700
47.419672,15.709466
83.186809,-85.519291
111.494686,-15.394487
83.012681,-9.904935
168.596960,-0.904355
120.122392,-68.497887
120.781976,48.820698
55.265511,66.171193
167.417817,-61.453810
176.625762,85.922398
24.866611,-53.311237
167.760182,55.484209
110.962121,-11.657660
129.531919,86.670458
39.350448,51.899872
95.912850,-29.547580
83.658163,-46.910079
35.267989,-16.521236
146.482556,24.926639
84.127761,37.717862
111.084943,-59.998913
31.858441,76.591164
148.244177,-67.039260
9.000758,19.973418
70.497706,73.659614
5.912225,17.218064
23.510164,53.311039
0.048233,45.866157
153.269549,-17.407774
113.852090,76.296913
94.610890,-31.554013
59.220771,-53.856315
59.444974,-69.857045
137.145496,-55.489485
141.667194,74.746971
127.173241,-69.398405
173.421577,60.387583
24.776515,36.128323
38.386801,46.319779
19.234065,-3.888945
16.749789,41.738180
106.781526,45.469741
179.177050,-12.447635
104.056781,-15.388013
7.634877,44.338100
4.200192,73.690711
59.419618,84.667560
149.264574,-13.940294
65.481427,84.981694
144.619463,-30.625155
67.133705,89.644830
49.445986,17.760660
152.684588,-64.703933
11.306540,53.303803
47.257368,36.019070
93.554577,-6.824341
177.410510,-16.346726
131.952718,36.825924
84.882984,54.678535
129.108114,-79.508750
25.894658,-84.440543
60.247347,-6.725343
75.676789,9.423861
118.743365,-73.142987
19.209376,-31.043433
47.109410,9.231502
169.745668,56.062593
109.280530,-39.651092
111.366818,76.744154
28.212074,-9.045383
177.635602,-26.914314
33.146269,-39.329979
83.301793,25.816709
52.505635,-42.823576
109.450494,47.247557
28.136663,25.432805
75.159461,-54.076351
139.611763,80.716935
127.122353,-28.506905
127.750905,76.778542
129.683087,63.255323
119.322566,15.515552
81.533951,-25.278957
18.919189,-83.865408
15.590895,-86.790587
36.672146,27.535294
53.001932,42.830825
152.197770,41.867408
134.276372,58.247441
159.883565,88.400861
157.756698,56.893916
12.317808,60.488345
22.033956,-55.511123
48.802697,-5.364091
87.096540,88.585136
125.640824,-3.484209
37.112069,-2.328266
56.702739,-10.883312
117.369535,-8.473848
140.598434,12.878725
42.520450,81.523287
80.573253,-31.171469
22.070847,-7.251443
142.058267,55.207595
159.834490,40.075447
159.081860,-70.987282
121.237262,-30.562230
169.263928,58.709487
132.172818,57.231037
46.367408,-35.984206
86.061831,27.995513
103.747249,-42.265198
58.494857,-78.969393
87.026292,-75.379536
62.099000,38.791222
91.158726,80.479378
133.108004,-57.179468
69.918129,-42.544452
65.105330,2.868080
12.118909,44.844898
111.163641,6.368821
83.661640,35.595342
31.652489,72.961162
66.299255,51.844224
14.678323,37.554544
77.534665,61.378431
97.118256,87.219191
162.211500,-79.601721
130.444184,-46.039125
178.679879,-61.610280
34.528744,-16.896603
12.281502,-85.976430
64.662850,-27.104468
115.831505,28.902159
54.749533,-4.150877
77.415690,58.877876
64.662389,-26.444313
131.512031,-0.163332
173.105619,51.031469
70.457322,-62.030134
93.027138,-88.752606
23.292576,-87.950210
56.322933,-7.397759
82.044684,72.594356
136.191588,-22.542393
39.277722,19.341392
123.698840,-88.915263
145.965642,22.874692
37.455527,-29.357112
72.752329,-50.006351
60.505649,56.232458
20.622463,23.031344
124.384206,-84.261129
13.993089,-37.084272
30.332038,30.454880
133.270258,78.618827
20.384506,-79.011924
129.377346,53.157153
43.130615,-88.851962
177.525431,5.839057
16.211511,54.551084
166.326865,-4.498446
126.584515,3.822303
149.080720,-21.668814
100.176772,59.323809
154.159806,-6.310121
122.359969,86.356980
29.944335,-73.610266
140.888131,-22.580889
31.340739,-38.826486
91.488408,7.408432
134.481921,-21.173331
175.270717,69.641522
33.568288,31.789341
17.811706,-36.639267
45.618193,25.234250
159.854990,-31.671231
94.052150,78.395918
91.905031,-89.863654
82.139991,40.126756
131.308388,62.986637
27.637525,69.560939
70.573075,62.282124
145.373174,-81.285537
100.602204,53.990043
144.258411,-69.856980
31.889348,74.194619
132.920634,70.797553
61.165928,-24.124558
6.855800,-37.352087
5.504381,89.316254
74.773526,-72.090276
8.556634,-52.496634
178.989964,-62.687785
125.978435,11.936931
60.683400,-62.663523
20.984708,17.761216
86.759582,-1.034895
96.825505,5.195688
174.863586,55.206062
101.978441,33.771971
17.285405,3.405107
124.115295,41.886872
45.258582,-31.737906
163.363468,33.903644
98.571623,-25.064861
97.751322,-39.941427
155.465838,-47.506778
148.904279,-45.577313
93.294648,77.552596
152.260238,-53.406437
40.916130,-32.561715
141.428087,-5.034628
165.451134,-42.107806
160.224942,-81.421095
128.526126,-54.425413
150.830157,44.962928
110.900414,-5.324054
163.797081,-27.862921
76.113209,20.839329
95.019913,21.362963
161.857777,-32.773491
111.264840,23.733959
130.115005,69.398278
108.031790,-13.772530
135.617554,-69.390266
160.674138,18.604484
154.890605,63.776240
28.419243,58.828104
71.268571,75.561862
132.210356,-53.223075
9.740687,78.842597
86.755125,-36.797098
76.128783,66.616372
138.498721,-28.086278
50.219946,0.618521
95.171132,-37.575144
33.857850,-58.366817
136.278132,28.496329
164.946110,-59.022041
146.121992,-20.114949
91.218049,5.109963
60.013467,-61.808814
62.708444,-77.335955
68.913757,-51.968761
2.560920,-57.820076
143.029435,27.494872
127.540144,11.639503
125.599026,-81.682963
0.464984,-10.405813
80.683407,85.833749
104.433714,-80.716158
168.051589,66.877525
23.845837,20.851719
126.979990,63.121340
96.473049,9.931943
130.130297,5.142657
55.235524,82.902138
93.657884,25.794129
64.135332,-88.306502
8.860602,86.569466
12.949271,-62.210446
147.008426,23.075804
127.365743,84.825254
138.666764,-61.676586
19.721078,-18.395193
143.287308,-0.159318
85.381024,-26.766106
35.595177,26.864700
84.690484,-26.120142
71.854654,-12.177948
14.087302,-55.919278
0.594031,-11.437944
138.495921,24.356857
31.207912,12.236330
35.578261,73.932903
33.265637,51.488873
43.491410,-64.200606
132.900034,59.566975
133.891704,35.001556
154.625199,-9.722627
4.413572,30.054770
159.170159,58.192207
30.548468,-80.802337
60.802283,-25.618841
56.513101,-52.188465
139.439167,39.292365
157.498753,12.231699
8.217098,-65.783229
42.400803,-65.713551
125.317397,-48.292633
33.861602,-14.629780
143.922166,-55.597300
108.955584,0.776132
51.818556,51.115257
141.211636,-27.817911
20.541475,-86.434712
68.134580,-20.758207
156.218402,-2.279731
90.071219,-26.486551
179.496779,-67.728811
57.577607,-41.257266
75.295323,-78.271963
147.138680,-12.635993
122.099200,-45.925060
71.899820,52.835424
125.779027,84.501089
177.503497,33.078881
157.922314,25.393109
1.143635,64.350264
80.610039,-16.922783
29.531926,-56.963990
143.780440,66.480753
54.251167,28.918762
25.084681,-10.334786
145.620555,-76.897889
28.469096,-9.159693
149.657095,-23.012026
121.460811,76.485925
32.734544,-40.968663
51.804384,45.870193
37.468806,20.740967
135.069659,26.017109
111.912481,-25.994423
10.798640,3.024369
52.466606,65.099977
75.608654,-75.494861
109.289672,55.271232
1.569338,-75.531141
144.721430,-67.499873
170.623254,36.026668
57.803089,-56.047051
99.928702,44.836798
94.058129,-88.629528
147.411092,66.046276
131.339373,-35.691440
165.349016,-30.876063
158.282486,68.952600
78.152077,-18.711464
152.488467,-51.319841
28.649676,-81.860017
70.031966,46.958424
21.254918,26.985388
136.169628,82.215627
174.231402,-14.314195
179.892428,2.471698
65.104961,-13.682981
111.205551,-41.448993
11.776385,55.628279
68.656083,-45.129248
42.559755,39.489516
84.638611,-75.992447
30.556281,25.449620
14.337772,88.034119
84.320776,-56.756934
169.897739,-41.202202
136.135396,16.326453
74.666766,-60.884855
3.245579,-65.180583
16.909618,37.525515
53.051552,-30.015491
23.053395,-49.499463
165.288269,19.782252
119.095733,-89.214736
159.335698,-1.333410
52.102761,56.945360
84.985723,-19.046279
53.633937,-61.049938
47.799164,43.864535
152.434403,-24.125549
122.678966,-22.220749
112.262630,71.586764
77.362675,33.383206
133.379473,-58.506548
94.718870,79.424400
169.166350,-21.752097
146.794668,-71.372372
117.061475,-69.331457
52.357520,-1.849870
143.623991,47.867905
48.587694,-61.474479
28.748174,39.683272
93.673018,0.780340
104.273414,-12.776769
74.894826,-25.078408
113.832589,-8.001064
144.315230,9.602596
1.968341,30.024609
12.493255,-65.276265
94.412819,-13.152231
63.682544,9.177760
104.988749,-39.250579
68.179384,20.013862
93.543518,-57.007778
139.796054,15.975691
86.282474,-3.830712
36.182375,-32.336701
81.205376,10.045811
26.374691,2.649249
19.591595,74.477812
82.496988,-74.630497
107.440101,47.090613
153.130959,13.885741
12.719406,37.901474
54.757182,26.168429
175.693231,16.761331
146.628415,-56.087079
43.029647,83.921792
164.156168,69.675891
97.574774,-10.266817
173.794627,-69.528161
70.945817,77.751079
131.163940,-10.366955
15.504667,39.553241
143.794908,-33.352717
17.301777,-77.613439
136.032163,-28.348509
94.897837,-23.487428
68.845992,-19.671115
138.671585,73.656473
42.018194,40.720412
111.836707,31.618431
130.679615,61.558077
84.137263,-1.337606
18.600520,1.878737
149.812113,-15.946708
7.247611,-78.383348
3.551592,-41.460075
22.924764,-48.543169
5.781131,-63.926161
87.995323,-55.969943
151.513536,1.655820
106.142964,-70.778646
31.955008,12.663325
142.345191,78.499904
91.743838,64.734069
126.408981,25.328284
141.173348,22.327140
134.591858,62.711013
160.605913,-58.198932
140.919693,-16.388769
133.911608,-24.994561
103.866894,-73.763651
22.470956,0.530635
124.326275,-88.785110
117.442899,-32.533432
56.952504,72.654724
55.671572,75.723514
100.493617,-86.941839
85.822144,87.950007
120.003498,81.050323
12.539906,-86.923918
73.744999,11.221425
120.833956,-59.837256
33.220432,52.083274
99.517269,67.118750
54.770208,-24.202527
8.785922,-22.199156
51.195847,-1.660083
104.635935,42.296986
74.993653,50.175986
56.181522,5.597221
156.248016,-16.865915
110.344196,35.501183
109.822316,77.896203
99.970413,1.305945
116.322430,49.703974
14.357854,67.979861
3.276758,-15.911492
38.526677,-53.581901
177.727453,87.355427
172.436010,2.227504
121.727671,-73.310245
110.297451,-20.229105
76.361031,-57.366002
140.115205,57.759184
18.321681,-27.782036
129.929324,-2.156328
10.319157,-23.126889
52.219637,26.024618
50.544396,-1.716448
64.081723,1.797460
92.608044,57.244952
26.443776,-27.486061
21.537644,-50.586090
125.189219,49.229158
17.152876,-82.067072
138.203979,-84.759185
157.997596,84.814692
135.592640,-43.772879
162.228738,-52.758590
14.040620,-38.936333
114.673240,52.991196
158.974366,-9.828853
28.431400,-11.980895
42.729141,-64.533748
165.028881,-37.958484
87.296724,59.031829
142.437469,-44.028331
137.118729,50.080442
108.546480,-23.904720
177.631695,58.928266
62.141048,-10.150692
36.159783,65.612378
152.722034,-24.915431
47.269642,6.549698
17.761323,77.937548
126.041345,5.626099
105.490407,85.934297
8.318345,-38.869204
81.552025,-19.815292
31.917623,48.070629
112.670590,-29.910685
6.180224,-0.678287
57.262107,3.273650
145.588415,15.052078
42.833277,-55.961172
76.417715,-81.026884
138.262177,-47.800855
126.354928,-14.896429
32.186159,-84.204760
149.597538,7.629670
144.136015,-49.571560
30.441925,6.988254
51.387572,84.351032
81.950243,-64.322341
10.581727,-76.202451
78.576039,-56.979461
126.976891,-66.203062
130.623596,-15.782344
141.596706,24.686659
79.751931,24.701716
54.997392,17.450946
43.225161,-56.584268
136.822736,-53.884623
81.491846,16.346720
37.680714,68.625771
171.985875,-24.061178
19.004335,-66.649095
14.504262,17.890538
0.326330,-1.384968
147.801613,41.971363
45.257660,41.574525
64.890880,-80.848361
63.806843,-14.625782
74.785854,67.588241
107.924369,-33.496930
33.135885,49.859575
25.782317,43.724860
111.812969,68.534102
67.048113,1.335052
158.286785,52.900803
20.703598,46.497148
141.245678,85.581244
62.346321,83.279706
79.612727,36.723173
140.533997,-24.135969
61.572131,-31.183303
94.739771,-42.847336
71.490020,-55.732440
3.805051,-16.163956
84.780875,-26.530003
9.847421,-18.617057
13.310150,-77.587806
45.109392,-54.125965
69.246385,62.789556
139.149643,-54.638934
28.855310,20.180300
119.979234,35.864042
90.826161,85.242316
12.504006,-42.273785
51.733798,37.339015
91.598769,-58.900536
179.208143,-56.971998
10.149192,58.679160
6.791735,71.199945
110.363125,9.415614
7.968088,75.119520
167.241770,49.445154
0.169252,-34.263407
52.019508,77.817685
27.014284,-19.657067
27.033542,-79.155792
107.656280,-59.703229
66.000887,14.907189
123.112931,-25.007697
146.142214,60.551967
0.247986,-16.657811
67.457241,40.258100
139.032960,-9.726877
159.455109,-79.280815
64.314973,17.734367
1.335521,7.171011
90.083922,44.103318
109.508211,-4.942551
163.710138,-21.441899
166.699686,-86.050764
50.952119,18.000078
56.712478,27.459652
135.316174,40.885671
129.066470,87.956896
57.137996,-13.811185
179.026214,-63.606351
23.217424,-76.145366
0.251051,-29.145635
122.831242,23.822000
48.146136,54.866132
74.719434,24.535211
136.302444,-76.372509
159.525179,-33.923522
64.271984,-16.135471
155.712879,28.037519
83.152293,-70.534684
36.568228,-59.460637
160.920889,-50.148917
99.909121,-73.999923
92.505370,14.795563
27.202314,-0.833596
171.462673,-31.771401
160.347063,-35.087129
143.354246,81.194739
106.401884,-23.349970
125.715083,-40.112580
56.964265,-79.991637
141.111009,-74.533598
105.555659,0.662299
162.244229,4.141218
101.246987,-65.160740
144.088036,77.139846
118.091173,-35.416980
94.676286,47.721071
43.290337,-45.701521
39.935111,39.750310
74.541643,-12.080022
95.058497,-69.759443
79.924618,-32.952569
94.917240,-67.395391
67.465752,55.042788
124.974543,-76.519579
134.157868,-68.491201
34.736315,41.004520
44.037169,35.421720
167.838235,80.249790
26.617707,64.691021
103.766082,85.522374
132.892722,-60.426738
168.116183,-52.278347
62.400334,-63.850975
33.756434,22.563019
152.561013,-18.714815
165.638733,78.467657
141.824657,67.364800
70.680357,21.489360
78.909581,28.977470
138.462632,-47.099212
56.206698,66.911209
10.553191,-43.476068
3.829359,-36.081686
130.872736,44.033754
89.226237,76.577321
23.314707,36.054338
23.466178,-4.804178
50.497076,-62.508655
141.323064,41.627591
